item_id,source,migration_status,scene_types,prediction_available,lessons,levels,medium_primary_question_locations
coding.same-flashes-wrong-order,content/curriculum/items/code-same-flashes-wrong-order.lumi,static in prototype; no interaction to port,,false,coding-a-message-in-flashes,easy; hard; medium,coding-a-message-in-flashes#q9
coding.shape-perimeter,content/curriculum/items/code-shape-perimeter.lumi,restore playback,turtle,true,coding-square-rectangle-staircase,easy; hard; medium,coding-square-rectangle-staircase#q2; coding-square-rectangle-staircase#q3
coding.shorter-program,content/curriculum/items/code-g1-shorter-program.lumi,extend existing build UI,maze,false,coding-one-card-is-wrong,easy; hard; medium,coding-one-card-is-wrong#q10
coding.side-from-drawing,content/curriculum/items/code-g2-side-from-drawing.lumi,restore playback,turtle,true,coding-drawing-with-a-program,easy; hard; medium,coding-drawing-with-a-program#q4; coding-drawing-with-a-program#q5
coding.snack-after-step,content/curriculum/items/code-snack-after-step.lumi,static in prototype; no interaction to port,,false,coding-instructions-for-a-snack,easy; hard; medium,coding-instructions-for-a-snack#q3
coding.snack-exact,content/curriculum/items/code-snack-exact.lumi,static in prototype; no interaction to port,,false,coding-instructions-for-a-snack,easy; hard; medium,coding-instructions-for-a-snack#q6; coding-instructions-for-a-snack#q7
coding.snack-fewest-lines,content/curriculum/items/code-snack-fewest-lines.lumi,static in prototype; no interaction to port,,false,coding-instructions-for-a-snack,easy; hard; medium,coding-instructions-for-a-snack#q10
coding.snack-first-step,content/curriculum/items/code-snack-first-step.lumi,static in prototype; no interaction to port,,false,coding-instructions-for-a-snack,easy; hard; medium,coding-instructions-for-a-snack#q1
coding.snack-missing,content/curriculum/items/code-snack-missing.lumi,static in prototype; no interaction to port,,false,coding-instructions-for-a-snack,easy; hard; medium,coding-instructions-for-a-snack#q4; coding-instructions-for-a-snack#q5
coding.snack-order,content/curriculum/items/code-snack-order.lumi,static in prototype; no interaction to port,,false,coding-instructions-for-a-snack,easy; hard; medium,coding-instructions-for-a-snack#q2
coding.snack-wrong-order,content/curriculum/items/code-snack-wrong-order.lumi,static in prototype; no interaction to port,,false,coding-instructions-for-a-snack,easy; hard; medium,coding-instructions-for-a-snack#q9
coding.sort-pass,content/curriculum/items/code-sort-pass.lumi,restore hands-on controls,sortcards,false,coding-sorting-cards,easy; hard; medium,coding-sorting-cards#q2; coding-sorting-cards#q3
coding.sort-swaps,content/curriculum/items/code-sort-swaps.lumi,restore hands-on controls,sortcards,false,coding-sorting-cards,easy; hard; medium,coding-sorting-cards#q4
coding.split-picture,content/curriculum/items/code-g4-split-picture.lumi,extend existing build UI,turtle,false,coding-writing-for-someone-else,easy; hard; medium,coding-writing-for-someone-else#q10
coding.stage-after,content/curriculum/items/code-g1-stage-after.lumi,restore playback,stage,false,coding-one-step-at-a-time,easy; hard; medium,coding-one-step-at-a-time#q6; coding-one-step-at-a-time#q7
coding.stage-back-home,content/curriculum/items/code-g2-stage-back-home.lumi,restore playback,stage,false,coding-two-ways-to-start,easy; hard; medium,coding-two-ways-to-start#q9
coding.stage-chain,content/curriculum/items/code-g2-stage-chain.lumi,restore playback,stage,false,coding-two-ways-to-start,easy; hard; medium,coding-two-ways-to-start#q7; coding-two-ways-to-start#q8
coding.stage-crab-left,content/curriculum/items/code-g1-stage-crab-left.lumi,restore playback,stage,false,coding-when-the-flag-is-tapped,easy; hard; medium,coding-when-the-flag-is-tapped#q5; coding-when-the-flag-is-tapped#q6
coding.stage-events,content/curriculum/items/code-stage-events.lumi,restore playback,stage,false,coding-two-ways-to-start,easy; hard; medium,coding-two-ways-to-start#q1; coding-two-ways-to-start#q2
coding.stage-fewest-blocks,content/curriculum/items/code-g1-stage-fewest-blocks.lumi,static in prototype; no interaction to port,,false,coding-when-the-flag-is-tapped,easy; hard; medium,coding-when-the-flag-is-tapped#q10
coding.stage-fewest-presses,content/curriculum/items/code-g2-stage-fewest-presses.lumi,restore playback,stage,false,coding-two-ways-to-start,easy; hard; medium,coding-two-ways-to-start#q10
coding.stage-flag-twice,content/curriculum/items/code-g1-stage-flag-twice.lumi,restore playback,stage,false,coding-when-the-flag-is-tapped,easy; hard; medium,coding-when-the-flag-is-tapped#q9
coding.stage-hops,content/curriculum/items/code-g3-stage-hops.lumi,restore playback,stage,false,coding-repeat-with-a-count,easy; hard; medium,coding-repeat-with-a-count#q1
coding.stage-nothing-yet,content/curriculum/items/code-g1-stage-nothing-yet.lumi,restore playback,stage,false,coding-when-the-flag-is-tapped,easy; hard; medium,coding-when-the-flag-is-tapped#q3; coding-when-the-flag-is-tapped#q4
coding.stage-said,content/curriculum/items/code-g2-stage-said.lumi,restore playback,stage,false,coding-two-ways-to-start,easy; hard; medium,coding-two-ways-to-start#q3; coding-two-ways-to-start#q4
coding.stage-start-square,content/curriculum/items/code-g1-stage-start-square.lumi,restore playback,stage,false,coding-when-the-flag-is-tapped,easy; hard; medium,coding-when-the-flag-is-tapped#q7; coding-when-the-flag-is-tapped#q8
coding.stage-tap-twice,content/curriculum/items/code-g2-stage-tap-twice.lumi,restore playback,stage,false,coding-two-ways-to-start,easy; hard; medium,coding-two-ways-to-start#q5; coding-two-ways-to-start#q6
coding.stage-where,content/curriculum/items/code-stage-where.lumi,restore playback,stage,false,coding-when-the-flag-is-tapped,easy; hard; medium,coding-when-the-flag-is-tapped#q1; coding-when-the-flag-is-tapped#q2
coding.staircase-far,content/curriculum/items/code-g1-staircase-far.lumi,restore playback,turtle,true,coding-one-step-at-a-time,easy; hard; medium,coding-one-step-at-a-time#q10
coding.stairs-and-top,content/curriculum/items/code-g3-stairs-and-top.lumi,extend existing build UI,turtle,false,coding-repeat-with-a-count,easy; hard; medium,coding-repeat-with-a-count#q10
coding.steps-repeat,content/curriculum/items/code-g2-steps-repeat.lumi,restore playback,turtle,true,coding-finding-the-mistake,easy; hard; medium,coding-finding-the-mistake#q7; coding-finding-the-mistake#q8
coding.swap-or-not,content/curriculum/items/code-g3-swap-or-not.lumi,restore hands-on controls,sortcards,false,coding-sorting-cards,easy; hard; medium,coding-sorting-cards#q1
coding.table-rows,content/curriculum/items/code-g3-table-rows.lumi,static in prototype; no interaction to port,,false,coding-reading-someone-elses,easy; hard; medium,coding-reading-someone-elses#q6; coding-reading-someone-elses#q7
coding.three-line-route,content/curriculum/items/code-g3-three-line-route.lumi,extend existing build UI,maze,false,coding-reading-someone-elses,easy; hard; medium,coding-reading-someone-elses#q10
coding.three-ways,content/curriculum/items/code-g3-three-ways.lumi,static in prototype; no interaction to port,,false,coding-a-program-that-decides,easy; hard; medium,coding-a-program-that-decides#q4; coding-a-program-that-decides#q6
coding.total-swaps,content/curriculum/items/code-g3-total-swaps.lumi,restore hands-on controls,sortcards,false,coding-sorting-cards,easy; hard; medium,coding-sorting-cards#q7; coding-sorting-cards#q8
coding.trace-double,content/curriculum/items/code-g4-trace-double.lumi,restore playback,tracetable,false,coding-trace-it-in-a-table,easy; hard; medium,coding-trace-it-in-a-table#q4; coding-trace-it-in-a-table#q5
coding.trace-fill,content/curriculum/items/code-trace-fill.lumi,restore playback,tracetable,false,coding-reading-someone-elses,easy; hard; medium,coding-reading-someone-elses#q4
coding.trace-first-step,content/curriculum/items/code-g3-trace-first-step.lumi,restore playback,tracetable,false,coding-reading-someone-elses,easy; hard; medium,coding-reading-someone-elses#q1
coding.trace-mistake,content/curriculum/items/code-g4-trace-mistake.lumi,static in prototype; no interaction to port,,false,coding-trace-it-in-a-table,easy; hard; medium,coding-trace-it-in-a-table#q9
coding.trace-pairs,content/curriculum/items/code-g4-trace-pairs.lumi,static in prototype; no interaction to port,,false,coding-trace-it-in-a-table,easy; hard; medium,coding-trace-it-in-a-table#q10
coding.trace-repeat,content/curriculum/items/code-g3-trace-repeat.lumi,restore playback,tracetable,false,coding-reading-someone-elses,easy; hard; medium,coding-reading-someone-elses#q8
coding.trace-row,content/curriculum/items/code-g4-trace-row.lumi,restore playback,tracetable,false,coding-trace-it-in-a-table,easy; hard; medium,coding-trace-it-in-a-table#q1
coding.trace-start,content/curriculum/items/code-g4-trace-start.lumi,static in prototype; no interaction to port,,false,coding-trace-it-in-a-table,easy; hard; medium,coding-trace-it-in-a-table#q6
coding.trace-two,content/curriculum/items/code-g4-trace-two.lumi,static in prototype; no interaction to port,,false,coding-trace-it-in-a-table,easy; hard; medium,coding-trace-it-in-a-table#q7
coding.trace-until,content/curriculum/items/code-g4-trace-until.lumi,static in prototype; no interaction to port,,false,coding-trace-it-in-a-table,easy; hard; medium,coding-trace-it-in-a-table#q8
coding.trace-value,content/curriculum/items/code-trace-value.lumi,restore playback,tracetable,false,coding-trace-it-in-a-table,easy; hard; medium,coding-trace-it-in-a-table#q2; coding-trace-it-in-a-table#q3
coding.tune-after-repeat,content/curriculum/items/code-g2-tune-after-repeat.lumi,static in prototype; no interaction to port,,false,coding-a-tune-from-a-program,easy; hard; medium,coding-a-tune-from-a-program#q3; coding-a-tune-from-a-program#q4
coding.tune-compare,content/curriculum/items/code-g2-tune-compare.lumi,static in prototype; no interaction to port,,false,coding-a-tune-from-a-program,easy; hard; medium,coding-a-tune-from-a-program#q9
coding.tune-count,content/curriculum/items/code-tune-count.lumi,restore playback,tune,false,coding-a-tune-from-a-program,easy; hard; medium,coding-a-tune-from-a-program#q1
coding.tune-note-count,content/curriculum/items/code-g2-tune-note-count.lumi,static in prototype; no interaction to port,,false,coding-a-tune-from-a-program,easy; hard; medium,coding-a-tune-from-a-program#q7; coding-a-tune-from-a-program#q8
coding.tune-repeat-for,content/curriculum/items/code-g2-tune-repeat-for.lumi,static in prototype; no interaction to port,,false,coding-a-tune-from-a-program,easy; hard; medium,coding-a-tune-from-a-program#q5; coding-a-tune-from-a-program#q6
coding.tune-which,content/curriculum/items/code-tune-which.lumi,restore playback,tune,false,coding-a-tune-from-a-program,easy; hard; medium,coding-a-tune-from-a-program#q2
coding.tune-write,content/curriculum/items/code-g2-tune-write.lumi,static in prototype; no interaction to port,,false,coding-a-tune-from-a-program,easy; hard; medium,coding-a-tune-from-a-program#q10
coding.turn-gap,content/curriculum/items/code-g2-turn-gap.lumi,restore playback,maze,true,coding-turning-as-well,easy; hard; medium,coding-turning-as-well#q1; coding-turning-as-well#q6
coding.turn-start-face,content/curriculum/items/code-g2-turn-start-face.lumi,restore playback,maze,true,coding-turning-as-well,easy; hard; medium,coding-turning-as-well#q9
coding.turn-where,content/curriculum/items/code-g2-turn-where.lumi,restore playback,maze,true,coding-turning-as-well,easy; hard; medium,coding-turning-as-well#q2; coding-turning-as-well#q3; coding-turning-as-well#q4
coding.turning,content/curriculum/items/code-turning.lumi,restore playback,maze,true,coding-turning-as-well,easy; hard; medium,coding-turning-as-well#q5
coding.turns-hidden,content/curriculum/items/code-g3-turns-hidden.lumi,restore playback,maze,true,coding-feeling-for-walls,easy; hard; medium,coding-feeling-for-walls#q6
coding.turtle-ends,content/curriculum/items/code-g2-turtle-ends.lumi,restore playback,turtle,true,coding-drawing-with-a-program,easy; hard; medium,coding-drawing-with-a-program#q6; coding-drawing-with-a-program#q7
coding.turtle-face,content/curriculum/items/code-g2-turtle-face.lumi,restore playback,turtle,true,coding-turning-as-well,easy; hard; medium,coding-turning-as-well#q7
coding.turtle-length,content/curriculum/items/code-g2-turtle-length.lumi,restore playback,turtle,true,coding-drawing-with-a-program,easy; hard; medium,coding-drawing-with-a-program#q2; coding-drawing-with-a-program#q3
coding.turtle-wrong-card,content/curriculum/items/code-g1-turtle-wrong-card.lumi,restore playback,turtle,true,coding-one-card-is-wrong,easy; hard; medium,coding-one-card-is-wrong#q5; coding-one-card-is-wrong#q6
coding.two-messages,content/curriculum/items/code-two-messages.lumi,static in prototype; no interaction to port,,false,coding-a-message-in-flashes,easy; hard; medium,coding-a-message-in-flashes#q8
coding.two-names,content/curriculum/items/code-g4-two-names.lumi,static in prototype; no interaction to port,,false,coding-a-number-that-changes,easy; hard; medium,coding-a-number-that-changes#q7; coding-a-number-that-changes#q8
coding.two-repeats,content/curriculum/items/code-g3-two-repeats.lumi,static in prototype; no interaction to port,,false,coding-repeat-with-a-count,easy; hard; medium,coding-repeat-with-a-count#q9
coding.two-writers,content/curriculum/items/code-g4-two-writers.lumi,static in prototype; no interaction to port,,false,coding-writing-for-someone-else,easy; hard; medium,coding-writing-for-someone-else#q9
coding.until-four,content/curriculum/items/code-g4-until-four.lumi,extend existing build UI,maze,false,coding-keep-going-until,easy; hard; medium,coding-keep-going-until#q10
coding.until-moves,content/curriculum/items/code-until-moves.lumi,restore playback,maze,true,coding-keep-going-until,easy; hard; medium,coding-keep-going-until#q1; coding-keep-going-until#q2
coding.until-number,content/curriculum/items/code-g4-until-number.lumi,static in prototype; no interaction to port,,false,coding-keep-going-until,easy; hard; medium,coding-keep-going-until#q4; coding-keep-going-until#q6
coding.until-turns,content/curriculum/items/code-g4-until-turns.lumi,restore playback,maze,true,coding-keep-going-until,easy; hard; medium,coding-keep-going-until#q7
coding.until-wall,content/curriculum/items/code-g4-until-wall.lumi,restore playback,maze,true,coding-keep-going-until,easy; hard; medium,coding-keep-going-until#q3; coding-keep-going-until#q5
coding.until-which-maze,content/curriculum/items/code-g4-until-which-maze.lumi,static in prototype; no interaction to port,,false,coding-keep-going-until,easy; hard; medium,coding-keep-going-until#q9
coding.variable,content/curriculum/items/code-variable.lumi,restore playback,variable,false,coding-a-number-that-changes,easy; hard; medium,coding-a-number-that-changes#q1
coding.variable-missing,content/curriculum/items/code-g4-variable-missing.lumi,static in prototype; no interaction to port,,false,coding-a-number-that-changes,easy; hard; medium,coding-a-number-that-changes#q3; coding-a-number-that-changes#q4
coding.variable-order,content/curriculum/items/code-g4-variable-order.lumi,static in prototype; no interaction to port,,false,coding-a-number-that-changes,easy; hard; medium,coding-a-number-that-changes#q9
coding.variable-reach,content/curriculum/items/code-g4-variable-reach.lumi,extend existing build UI,maze,false,coding-a-number-that-changes,easy; hard; medium,coding-a-number-that-changes#q10
coding.variable-start,content/curriculum/items/code-g4-variable-start.lumi,static in prototype; no interaction to port,,false,coding-a-number-that-changes,easy; hard; medium,coding-a-number-that-changes#q5; coding-a-number-that-changes#q6
coding.variable-trace,content/curriculum/items/code-variable-trace.lumi,restore playback,variable,false,coding-a-number-that-changes,easy; hard; medium,coding-a-number-that-changes#q2
coding.wall-ahead-now,content/curriculum/items/code-g3-wall-ahead-now.lumi,restore playback,maze,true,coding-feeling-for-walls,easy; hard; medium,coding-feeling-for-walls#q1; coding-feeling-for-walls#q2
coding.wall-follow,content/curriculum/items/code-wall-follow.lumi,restore playback,maze,true,coding-feeling-for-walls,easy; hard; medium,coding-feeling-for-walls#q3; coding-feeling-for-walls#q4
coding.wall-turn-left,content/curriculum/items/code-g3-wall-turn-left.lumi,restore playback,maze,true,coding-feeling-for-walls,easy; hard; medium,coding-feeling-for-walls#q7; coding-feeling-for-walls#q8
coding.where-did-it-start,content/curriculum/items/code-g3-where-did-it-start.lumi,restore playback,maze,true,coding-reading-someone-elses,easy; hard; medium,coding-reading-someone-elses#q5
coding.which-block-ran,content/curriculum/items/code-g1-which-block-ran.lumi,restore playback,maze,true,coding-one-step-at-a-time,easy; hard; medium,coding-one-step-at-a-time#q4; coding-one-step-at-a-time#q5
coding.which-card,content/curriculum/items/code-which-card.lumi,restore playback,maze,true,coding-one-card-is-wrong,easy; hard; medium,coding-one-card-is-wrong#q3; coding-one-card-is-wrong#q4
coding.which-closes,content/curriculum/items/code-g2-which-closes.lumi,static in prototype; no interaction to port,,false,coding-drawing-with-a-program,easy; hard; medium,coding-drawing-with-a-program#q9
coding.which-input-breaks,content/curriculum/items/code-g3-which-input-breaks.lumi,static in prototype; no interaction to port,,false,coding-a-program-that-decides,easy; hard; medium,coding-a-program-that-decides#q9
coding.which-program-gem,content/curriculum/items/code-g1-which-program-gem.lumi,static in prototype; no interaction to port,,false,coding-arrows-to-the-gem,easy; hard; medium,coding-arrows-to-the-gem#q5; coding-arrows-to-the-gem#q6
coding.which-program-says,content/curriculum/items/code-which-program-says.lumi,static in prototype; no interaction to port,,false,coding-a-message-in-flashes,easy; hard; medium,coding-a-message-in-flashes#q4; coding-a-message-in-flashes#q5
coding.which-shape,content/curriculum/items/code-g3-which-shape.lumi,restore playback,turtle,true,coding-square-rectangle-staircase,easy; hard; medium,coding-square-rectangle-staircase#q1
coding.which-swap,content/curriculum/items/code-g1-which-swap.lumi,restore playback,maze,true,coding-saying-it-in-order,easy; hard; medium,coding-saying-it-in-order#q9
coding.who-fewer-lifts,content/curriculum/items/code-g3-who-fewer-lifts.lumi,restore hands-on controls,cups,false,coding-fewest-lifts,easy; hard; medium,coding-fewest-lifts#q9
coding.write-for-someone,content/curriculum/items/code-write-for-someone.lumi,restore playback,turtle,true,coding-writing-for-someone-else,easy; hard; medium,coding-writing-for-someone-else#q7
coding.write-rectangle,content/curriculum/items/code-g4-write-rectangle.lumi,extend existing build UI,turtle,false,coding-writing-for-someone-else,easy; hard; medium,coding-writing-for-someone-else#q3; coding-writing-for-someone-else#q4
coding.wrong-line-corridor,content/curriculum/items/code-g3-wrong-line-corridor.lumi,restore playback,maze,true,coding-reading-someone-elses,easy; hard; medium,coding-reading-someone-elses#q9
logic.always-sometimes,content/curriculum/items/logic-always-sometimes.lumi,static in prototype; no interaction to port,,false,thinking-in-words,easy; hard; medium,thinking-in-words#q1; thinking-in-words#q2; thinking-in-words#q3
logic.counterexample,content/curriculum/items/logic-counterexample.lumi,static in prototype; no interaction to port,,false,thinking-in-words,easy; hard; medium,thinking-in-words#q4; thinking-in-words#q5
logic.grid-clues,content/curriculum/items/logic-grid-clues.lumi,static in prototype; no interaction to port,,false,thinking-in-words,easy; hard; medium,thinking-in-words#q9
logic.grid-forced,content/curriculum/items/logic-grid-forced.lumi,static in prototype; no interaction to port,,false,thinking-in-words,easy; medium,thinking-in-words#q8
logic.line-up,content/curriculum/items/logic-line-up.lumi,static in prototype; no interaction to port,,false,thinking-in-words,easy; hard; medium,thinking-in-words#q10
logic.venn-where,content/curriculum/items/logic-venn-where.lumi,static in prototype; no interaction to port,,false,thinking-in-words,easy; hard; medium,thinking-in-words#q6; thinking-in-words#q7
writing.cards-to-flag,content/curriculum/items/write-g4-cards-to-flag.lumi,extend existing build UI,maze,false,writing-directions-on-a-treasure-map,easy; hard; medium,writing-directions-on-a-treasure-map#q8
